,Unnamed: 0,Customers,StoreType,CompetitionDistance,Store,Promo,Promo2SinceWeek,CompetitionOpenSinceYear,Assortment,CompetitionOpenSinceMonth,DayOfWeek,Sales
497,497,0,3,5340,162,0,13,2012,2,3,2,0
498,498,0,0,2970,161,0,1,2005,2,3,2,0
499,499,0,3,17110,160,0,1,2005,2,11,2,0
500,500,0,3,8530,159,0,1,2013,0,3,2,0
501,501,0,3,11840,158,0,31,1900,2,1,2,0
502,502,0,0,2950,157,0,1,2004,2,10,2,0
503,503,0,0,2020,156,0,14,2011,0,2,2,0
504,504,0,3,3050,155,0,35,1900,0,1,2,0
505,505,0,3,16420,154,0,1,1900,2,1,2,0
506,506,0,0,1090,140,0,1,2010,2,7,2,0
507,507,0,2,1540,141,0,22,1900,2,1,2,0
508,508,0,0,1090,142,0,1,2002,0,7,2,0
509,509,0,3,2930,143,0,1,2002,0,12,2,0
510,510,0,0,16570,144,0,1,1900,2,1,2,0
511,511,0,0,280,145,0,45,1900,0,1,2,0
512,512,0,0,2640,171,0,1,1900,0,1,2,0
513,513,0,3,8050,146,0,48,1961,2,10,2,0
514,514,0,0,2090,148,0,1,2008,0,12,2,0
515,515,0,3,2610,149,0,14,2006,0,7,2,0
516,516,0,2,31830,150,0,1,2010,2,3,2,0
517,517,0,3,4360,151,0,1,2005,2,10,2,0
518,518,0,0,1780,152,0,1,1900,0,1,2,0
519,519,0,0,16240,153,0,18,2000,0,10,2,0
520,520,0,3,8540,147,0,1,1900,2,1,2,0
521,521,0,0,6870,207,0,1,1900,0,1,2,0
522,522,0,0,110,172,0,40,1900,0,1,2,0
523,523,0,0,13090,174,0,22,1900,0,1,2,0
524,524,0,0,110,205,0,1,2007,0,12,2,0
525,525,0,0,5630,204,0,40,2002,0,12,2,0
526,526,0,2,490,203,0,1,2002,2,11,2,0
527,527,0,3,5140,202,0,1,2010,2,5,2,0
528,528,0,3,20260,201,0,18,1900,0,1,2,0
529,529,0,0,1650,200,0,1,2000,0,10,2,0
530,530,0,3,6360,199,0,14,2010,2,12,2,0
531,531,0,0,290,198,0,13,2002,0,9,2,0
532,532,0,2,4210,197,0,1,2015,0,3,2,0
533,533,0,2,3850,196,0,14,2005,0,11,2,0
534,534,0,0,220,195,0,1,1900,2,1,2,0
535,535,0,3,16970,194,0,5,1900,2,1,2,0
536,536,0,0,520,193,0,1,1900,0,1,2,0
537,537,0,3,2770,192,0,40,2008,2,3,2,0
538,538,0,0,1100,191,0,40,2013,0,8,2,0
539,539,0,0,1470,190,0,40,2006,0,12,2,0
540,540,0,3,5760,189,0,1,2014,0,7,2,0
541,541,0,2,4130,175,0,1,1900,0,1,2,0
542,542,0,0,3770,176,0,1,1900,0,1,2,0
543,543,0,0,1250,177,0,5,2004,0,2,2,0
544,544,0,3,1710,178,0,1,1900,0,1,2,0
545,545,0,0,480,179,0,1,1900,2,1,2,0
546,546,0,3,5800,180,0,1,2010,0,9,2,0
547,547,0,0,350,173,0,1,2012,0,12,2,0
548,548,0,0,12610,181,0,14,2013,0,3,2,0
549,549,0,0,9670,183,0,1,1900,0,1,2,0
550,550,0,3,3560,184,0,1,1900,2,1,2,0
551,551,0,3,1860,185,0,1,2015,2,5,2,0
552,552,0,0,290,186,0,40,2011,0,10,2,0
553,553,0,0,19360,187,0,1,1900,2,1,2,0
554,554,0,3,850,188,0,18,1900,0,1,2,0
555,555,0,3,1390,182,0,9,1900,2,1,2,0
556,556,0,3,1140,556,0,1,2014,2,11,2,0
557,557,0,0,870,1114,0,1,1900,2,1,2,0
558,558,0,0,3000,558,0,1,2010,0,2,2,0
559,559,0,3,2810,937,0,10,1900,0,1,2,0
560,560,0,0,580,936,0,1,2008,0,2,2,0
561,561,0,0,22350,935,0,1,2010,2,6,2,0
562,562,0,0,5460,934,0,14,1900,2,1,2,0
563,563,0,0,6270,933,0,1,2005,2,2,2,0
564,564,0,0,15700,932,0,13,1900,0,1,2,0
565,565,0,0,1480,931,0,1,2011,2,9,2,0
566,566,0,0,70,930,0,1,1900,0,1,2,0
567,567,0,0,4820,929,0,1,2013,2,9,2,0
568,568,0,3,1090,928,0,31,1900,2,1,2,0
569,569,0,0,480,927,0,1,1900,0,1,2,0
570,570,0,3,5150,926,0,13,2011,2,3,2,0
571,571,0,2,470,925,0,1,2007,0,3,2,0
572,572,0,0,6420,924,0,1,2011,0,4,2,0
573,573,0,0,2820,938,0,1,2009,0,9,2,0
574,574,0,0,280,923,0,1,2008,0,9,2,0
575,575,0,0,840,921,0,1,2006,0,9,2,0
576,576,0,0,850,920,0,40,2012,0,2,2,0
577,577,0,0,2620,919,0,45,1900,0,1,2,0
578,578,0,0,18710,918,0,1,2015,2,4,2,0
579,579,0,0,7240,917,0,1,2010,0,2,2,0
580,580,0,0,90,916,0,1,2012,0,11,2,0
581,581,0,3,650,915,0,40,2013,2,3,2,0
582,582,0,2,2640,914,0,22,2011,2,4,2,0
583,583,0,0,280,913,0,1,1900,0,1,2,0
584,584,0,2,3100,912,0,1,2010,2,5,2,0
585,585,0,0,16490,911,0,1,1900,2,1,2,0
586,586,0,3,12480,910,0,1,1900,2,1,2,0
587,587,0,0,1680,909,0,45,1900,2,1,2,0
588,588,0,0,1980,908,0,37,2010,0,7,2,0
589,589,0,3,2110,922,0,1,2006,0,3,2,0
590,590,0,3,1340,939,0,1,1900,0,1,2,0
591,591,0,3,6470,940,0,1,2012,2,9,2,0
592,592,0,0,1200,941,0,31,2011,0,12,2,0
593,593,0,0,14960,972,0,1,1900,0,1,2,0
594,594,0,2,1140,971,0,14,2011,0,5,2,0
595,595,0,0,910,970,0,37,2014,0,12,2,0
596,596,0,0,600,969,0,10,1999,2,11,2,0
597,597,0,2,1190,968,0,1,1900,0,1,2,0
598,598,0,0,3560,967,0,36,2013,2,9,2,0
599,599,0,0,760,966,0,1,2008,0,2,2,0
600,600,0,0,110,965,0,1,1900,2,1,2,0
601,601,0,0,270,964,0,5,1900,0,1,2,0
602,602,0,0,23620,963,0,1,2013,2,11,2,0
603,603,0,2,260,962,0,1,1900,0,1,2,0
604,604,0,3,9430,961,0,1,1900,2,1,2,0
605,605,0,3,8990,960,0,31,1900,0,1,2,0
606,606,0,0,1060,959,0,1,2005,2,12,2,0
607,607,0,0,440,958,0,1,2013,0,11,2,0
608,608,0,3,1420,957,0,1,2012,2,11,2,0
609,609,0,0,2330,956,0,18,2014,0,10,2,0
610,610,0,3,6860,942,0,18,1900,2,1,2,0
611,611,0,3,18020,943,0,1,1900,2,1,2,0
612,612,0,2,1670,944,0,1,2015,0,7,2,0
613,613,0,0,12480,945,0,1,2011,2,3,2,0
614,614,0,0,2220,946,0,14,2011,0,12,2,0
615,615,0,0,460,947,0,13,2014,0,3,2,0
616,616,0,0,250,907,0,1,1900,2,1,2,0
617,617,1039,1,1430,948,0,1,1900,1,1,2,4491
618,618,0,0,8460,950,0,1,1994,0,11,2,0
619,619,0,3,710,951,0,40,1900,2,1,2,0
620,620,0,3,6300,952,0,1,2013,2,10,2,0
621,621,0,0,19830,953,0,22,2006,0,4,2,0
622,622,0,0,390,954,0,10,2013,0,2,2,0
623,623,0,3,1690,955,0,36,2009,2,7,2,0
624,624,0,0,870,949,0,1,2006,0,3,2,0
625,625,0,0,90,906,0,1,2010,0,7,2,0
626,626,0,0,90,905,0,1,2014,0,6,2,0
627,627,0,3,570,904,0,14,2013,2,7,2,0
628,628,0,3,1360,868,0,10,2005,2,8,2,0
629,629,0,3,21810,867,0,1,2012,2,9,2,0
630,630,0,3,9680,866,0,5,1900,0,1,2,0
631,631,0,3,2640,865,0,1,1900,2,1,2,0
632,632,0,0,1020,864,0,45,2012,0,10,2,0
633,633,0,0,21370,863,0,1,2010,2,11,2,0
634,634,0,0,2840,862,0,14,2010,2,3,2,0
635,635,0,2,740,861,0,14,1900,2,1,2,0
636,636,0,2,5980,860,0,1,2010,2,2,2,0
637,637,0,2,21770,859,0,1,2015,0,7,2,0
638,638,0,0,3370,858,0,40,2008,0,12,2,0
639,639,0,2,6270,857,0,23,2005,0,8,2,0
640,640,0,0,3020,856,0,1,2010,0,2,2,0
641,641,0,0,3440,855,0,45,1900,0,1,2,0
642,642,0,2,4770,854,0,13,1900,0,1,2,0
643,643,0,0,14040,853,0,1,1900,0,1,2,0
644,644,0,2,940,852,0,14,2004,0,4,2,0
645,645,0,3,6890,838,0,48,1900,2,1,2,0
646,646,0,2,240,839,0,1,2015,0,1,2,0
647,647,0,0,1070,840,0,1,2009,0,9,2,0
648,648,0,0,27650,841,0,1,2004,0,8,2,0
649,649,0,3,1200,842,0,1,2007,2,11,2,0
650,650,0,2,60,843,0,1,2006,0,4,2,0
651,651,0,2,230,869,0,14,2001,0,10,2,0
652,652,0,0,2030,844,0,18,2012,0,9,2,0
653,653,0,0,8860,846,0,37,2004,2,4,2,0
654,654,0,2,190,847,0,31,1900,2,1,2,0
655,655,0,0,370,848,0,14,2007,2,7,2,0
656,656,0,2,5000,849,0,1,1900,2,1,2,0
657,657,0,3,1120,850,0,31,2007,0,5,2,0
658,658,0,3,2330,851,0,49,1900,2,1,2,0
659,659,0,3,7860,845,0,14,2005,0,11,2,0
660,660,0,3,330,973,0,28,1900,2,1,2,0
661,661,0,0,780,870,0,1,2009,0,4,2,0
662,662,0,0,3860,872,0,23,2014,2,9,2,0
663,663,0,3,7290,903,0,1,2014,2,9,2,0
664,664,0,0,310,902,0,40,2015,0,5,2,0
665,665,0,0,3170,901,0,1,2014,2,4,2,0
666,666,0,0,3920,900,0,40,2005,0,4,2,0
667,667,0,3,2590,899,0,13,1900,0,1,2,0
668,668,0,0,18540,898,0,1,1900,0,1,2,0
669,669,0,2,3290,897,0,5,2007,2,1,2,0
670,670,0,0,170,896,0,1,2012,2,9,2,0
671,671,0,0,4150,895,0,1,1900,2,1,2,0
672,672,0,0,190,894,0,1,2012,0,11,2,0
673,673,0,0,130,893,0,1,1900,0,1,2,0
674,674,0,0,19370,892,0,1,2002,0,4,2,0
675,675,0,0,350,891,0,31,1900,2,1,2,0
676,676,0,0,4450,890,0,14,1900,0,1,2,0
677,677,0,3,18670,889,0,1,2005,0,12,2,0
678,678,0,3,4450,888,0,35,2012,0,6,2,0
679,679,0,3,19700,887,0,37,1900,0,1,2,0
680,680,0,0,2040,873,0,1,2008,0,11,2,0
681,681,0,0,3210,874,0,1,1900,0,1,2,0
682,682,0,3,5070,875,0,18,2007,0,11,2,0
683,683,0,0,21790,876,0,18,2005,0,4,2,0
684,684,0,0,29190,877,0,1,1900,2,1,2,0
685,685,0,3,1100,878,0,1,2014,2,12,2,0
686,686,0,3,10620,871,0,1,1900,2,1,2,0
687,687,0,3,0,879,0,5,1900,0,1,2,0
688,688,0,0,180,881,0,31,2008,0,3,2,0
689,689,0,0,30,882,0,1,2013,0,4,2,0
690,690,0,0,3200,883,0,1,2005,0,6,2,0
691,691,0,3,7550,884,0,1,1900,2,1,2,0
692,692,0,0,480,885,0,1,2005,0,12,2,0
693,693,0,0,12430,886,0,1,2004,2,10,2,0
694,694,0,0,4570,880,0,1,1900,2,1,2,0
695,695,0,0,150,974,0,40,2011,0,3,2,0
696,696,0,0,9630,975,0,14,1900,2,1,2,0
697,697,0,0,4180,976,0,1,1900,0,1,2,0
698,698,0,3,670,1078,0,40,1900,2,1,2,0
699,699,0,0,3750,1077,0,35,2001,0,11,2,0
700,700,0,0,90,1076,0,1,1900,2,1,2,0
701,701,0,0,1410,1075,0,1,2013,2,10,2,0
702,702,0,2,3330,1074,0,14,2001,2,10,2,0
703,703,0,0,1710,1073,0,44,1900,2,1,2,0
704,704,0,0,5380,1072,0,5,2015,2,8,2,0
705,705,0,0,820,1071,0,35,2012,0,3,2,0
706,706,0,2,400,1070,0,1,2008,2,10,2,0
707,707,0,0,18050,1069,0,14,1900,2,1,2,0
708,708,0,3,5010,1068,0,5,1900,2,1,2,0
709,709,0,3,12020,1067,0,1,2009,2,7,2,0
710,710,0,0,3350,1066,0,1,1900,0,1,2,0
711,711,0,0,1290,1065,0,35,1900,0,1,2,0
712,712,0,0,420,1064,0,1,1900,2,1,2,0
713,713,0,0,6250,1063,0,1,1900,2,1,2,0
714,714,0,3,190,1062,0,40,2012,0,9,2,0
715,715,0,3,1860,1048,0,40,2012,2,9,2,0
716,716,0,0,370,1049,0,14,2012,0,7,2,0
717,717,0,3,13170,1050,0,9,2014,2,8,2,0
718,718,0,2,200,1051,0,1,1998,0,7,2,0
719,719,0,0,5080,1052,0,31,1900,2,1,2,0
720,720,0,0,1710,1053,0,1,2015,0,7,2,0
721,721,0,0,16680,1079,0,37,1900,0,1,2,0
722,722,0,0,13190,1054,0,45,1900,2,1,2,0
723,723,0,3,5350,1056,0,40,1900,2,1,2,0
724,724,0,3,3230,1057,0,1,2011,2,11,2,0
725,725,0,0,180,1058,0,35,1900,2,1,2,0
726,726,0,2,3380,1059,0,1,2013,0,4,2,0
727,727,0,0,3430,1060,0,31,1900,2,1,2,0
728,728,0,3,8110,1061,0,1,1900,2,1,2,0
729,729,0,2,1980,1055,0,1,2009,0,4,2,0
730,730,0,0,3750,1047,0,45,1900,0,1,2,0
731,731,0,0,2410,1080,0,40,1900,0,1,2,0
732,732,0,2,440,1082,0,1,2002,0,4,2,0
733,733,0,0,9260,1113,0,1,1900,2,1,2,0
734,734,0,2,1880,1112,0,1,2006,2,4,2,0
735,735,0,0,1900,1111,0,31,2014,0,6,2,0
736,736,0,2,900,1110,0,1,2010,2,9,2,0
737,737,0,2,3490,1109,0,22,2011,0,4,2,0
738,738,0,0,540,1108,0,1,2004,0,4,2,0
739,739,0,0,1400,1107,0,13,2012,0,6,2,0
740,740,0,0,5330,1106,0,31,2011,2,9,2,0
741,741,0,2,330,1105,0,5,2008,2,11,2,0
742,742,0,3,260,1104,0,14,2012,0,2,2,0
743,743,0,3,1340,1103,0,5,2006,2,10,2,0
744,744,0,0,850,1102,0,40,2012,0,11,2,0
745,745,0,3,4060,1101,0,1,2012,2,9,2,0
746,746,0,0,540,1100,0,14,1900,0,1,2,0
747,747,0,0,200,1099,0,14,2013,2,4,2,0
748,748,0,0,1830,1098,0,1,2004,0,11,2,0
749,749,1405,1,720,1097,0,1,2002,1,3,2,5961
750,750,0,3,11540,1083,0,5,1900,2,1,2,0
751,751,0,0,190,1084,0,13,1900,0,1,2,0
752,752,0,2,4030,1085,0,1,2015,0,2,2,0
753,753,0,0,180,1086,0,18,2013,0,11,2,0
754,754,0,3,2210,1087,0,1,2011,2,11,2,0
755,755,0,0,4300,1088,0,27,2009,0,3,2,0
756,756,0,1,400,1081,0,1,2006,0,3,2,0
757,757,0,3,5220,1089,0,1,2009,0,5,2,0
758,758,0,0,9990,1091,0,1,1900,2,1,2,0
759,759,0,0,300,1092,0,40,2000,0,7,2,0
760,760,0,2,10450,1093,0,1,2009,2,6,2,0
761,761,0,3,2380,1094,0,40,2013,0,3,2,0
762,762,0,0,690,1095,0,14,2007,0,6,2,0
763,763,0,0,1130,1096,0,10,1900,2,1,2,0
764,764,0,0,330,1090,0,14,1900,0,1,2,0
765,765,0,0,14600,837,0,1,2015,2,4,2,0
766,766,0,3,29070,1046,0,1,2005,2,4,2,0
767,767,0,2,240,1044,0,13,2015,0,4,2,0
768,768,0,0,30,1008,0,1,2010,2,9,2,0
769,769,0,2,4180,1007,0,1,2012,2,9,2,0
770,770,0,2,3890,1006,0,5,2006,2,11,2,0
771,771,0,0,6480,1005,0,1,1900,0,1,2,0
772,772,0,3,970,1004,0,9,1900,2,1,2,0
773,773,0,0,170,1003,0,27,2013,0,7,2,0
774,774,0,3,1130,1002,0,1,2008,2,11,2,0
775,775,0,2,19640,1001,0,14,1900,0,1,2,0
776,776,0,0,2230,1000,0,40,2009,2,5,2,0
777,777,0,3,15140,999,0,37,2002,2,2,2,0
778,778,0,0,780,998,0,5,2005,0,9,2,0
779,779,0,3,5840,997,0,37,2010,2,7,2,0
780,780,0,2,2870,996,0,13,2015,0,7,2,0
781,781,0,3,6560,995,0,1,2013,0,12,2,0
782,782,0,0,2290,994,0,1,2011,0,7,2,0
783,783,0,3,3460,993,0,10,2013,2,10,2,0
784,784,0,0,2480,992,0,1,1990,0,7,2,0
785,785,0,0,520,977,0,13,2005,0,9,2,0
786,786,0,2,3890,978,0,1,1900,2,1,2,0
787,787,0,0,2270,979,0,14,2005,2,11,2,0
788,788,0,0,4420,980,0,1,2005,0,9,2,0
789,789,0,3,2620,981,0,1,2002,2,11,2,0
790,790,0,3,21930,982,0,1,1900,0,1,2,0
791,791,0,0,230,1009,0,10,2004,0,7,2,0
792,792,0,0,40,983,0,1,2014,0,3,2,0
793,793,0,2,490,985,0,13,2007,2,5,2,0
794,794,0,0,620,986,0,18,2014,0,10,2,0
795,795,0,2,1690,987,0,1,2007,0,6,2,0
796,796,0,0,1640,989,0,40,2006,0,6,2,0
797,797,0,3,20930,990,0,1,1900,0,1,2,0
798,798,0,0,1010,991,0,1,1900,0,1,2,0
799,799,0,2,440,984,0,1,1900,0,1,2,0
800,800,0,0,26990,1045,0,1,2013,2,12,2,0
801,801,0,3,4610,1010,0,18,2010,2,6,2,0
802,802,0,3,6330,1012,0,39,2004,2,6,2,0
803,803,0,2,420,1043,0,1,2006,0,3,2,0
804,804,0,0,3440,1042,0,31,1900,0,1,2,0
805,805,0,2,1600,1041,0,40,2013,0,8,2,0
806,806,0,0,4030,1040,0,10,2013,0,2,2,0
807,807,0,0,70,1039,0,22,1990,2,6,2,0
808,808,0,3,17290,1038,0,1,2013,0,10,2,0
809,809,0,0,150,1037,0,1,1900,2,1,2,0
810,810,0,3,9560,1036,0,36,1900,2,1,2,0
811,811,0,0,27150,1035,0,1,1900,0,1,2,0
812,812,0,0,13750,1034,0,1,2015,0,4,2,0
813,813,0,0,7680,1033,0,1,2006,0,3,2,0
814,814,0,3,270,1032,0,40,2013,2,2,2,0
815,815,0,3,590,1031,0,1,2001,0,5,2,0
816,816,0,0,36410,1030,0,1,2008,0,4,2,0
817,817,0,0,1590,1029,0,1,2006,0,3,2,0
818,818,0,0,150,1028,0,31,1900,0,1,2,0
819,819,0,0,190,1027,0,40,2008,2,6,2,0
820,820,0,0,630,1013,0,31,2015,0,2,2,0
821,821,0,0,210,1014,0,31,1900,2,1,2,0
822,822,0,3,9910,1015,0,9,2010,2,12,2,0
823,823,0,2,550,1016,0,35,1900,2,1,2,0
824,824,0,2,110,1017,0,1,2008,0,11,2,0
825,825,0,2,140,1018,0,1,2012,2,9,2,0
826,826,0,0,490,1011,0,18,2012,2,9,2,0
827,827,0,3,2740,1019,0,13,2014,2,7,2,0
828,828,0,0,1080,1021,0,1,2011,0,5,2,0
829,829,0,0,1520,1022,0,1,1900,2,1,2,0
830,830,0,2,3740,1023,0,14,2002,0,2,2,0
831,831,0,2,1990,1024,0,1,2012,2,1,2,0
832,832,0,0,720,1025,0,1,2009,0,11,2,0
833,833,0,2,450,1026,0,48,2011,0,6,2,0
834,834,0,0,40,1020,0,1,2015,0,8,2,0
835,835,0,0,2720,836,0,1,2012,0,9,2,0
836,836,0,0,250,557,0,1,1900,0,1,2,0
837,837,0,0,3470,834,0,1,2012,0,3,2,0
838,838,0,3,520,658,0,37,1900,2,1,2,0
839,839,0,2,80,657,0,10,2006,2,1,2,0
840,840,0,3,410,656,0,13,2009,0,4,2,0
841,841,0,3,960,655,0,5,2012,2,11,2,0
842,842,0,2,6930,654,0,1,2006,0,9,2,0
843,843,0,3,7520,653,0,45,2014,2,7,2,0
844,844,0,0,20390,652,0,1,1900,0,1,2,0
845,845,0,0,200,651,0,1,1900,0,1,2,0
846,846,0,0,1420,650,0,40,2012,0,10,2,0
847,847,0,0,14570,649,0,1,2002,0,11,2,0
848,848,0,3,2130,648,0,1,2008,0,12,2,0
849,849,0,0,7420,647,0,1,2013,2,4,2,0
850,850,0,0,620,646,0,1,2014,0,9,2,0
851,851,0,0,90,645,0,45,1900,0,1,2,0
852,852,0,3,1590,659,0,1,2012,0,3,2,0
853,853,0,2,4030,644,0,14,2004,0,12,2,0
854,854,0,2,530,642,0,35,2005,2,4,2,0
855,855,0,0,610,641,0,36,2003,2,12,2,0
856,856,0,3,8040,640,0,1,1900,2,1,2,0
857,857,0,0,7780,639,0,1,2006,0,11,2,0
858,858,0,3,10170,638,0,1,2001,0,11,2,0
859,859,0,3,9790,637,0,31,1900,2,1,2,0
860,860,0,2,720,636,0,13,2004,0,10,2,0
861,861,0,0,27530,635,0,1,2014,0,4,2,0
862,862,0,3,18610,634,0,1,1900,0,1,2,0
863,863,0,3,11640,633,0,22,2005,0,4,2,0
864,864,0,0,3350,632,0,1,2010,0,2,2,0
865,865,0,3,2870,631,0,35,1900,2,1,2,0
866,866,0,0,1690,630,0,1,2015,0,4,2,0
867,867,0,3,510,629,0,23,2014,0,7,2,0
868,868,0,0,230,643,0,18,2010,0,6,2,0
869,869,0,0,1200,660,0,40,2006,0,11,2,0
870,870,0,3,2140,661,0,1,2013,2,7,2,0
871,871,0,3,1070,662,0,1,1900,0,1,2,0
872,872,0,3,450,693,0,40,1900,0,1,2,0
873,873,0,0,40,692,0,1,2001,0,8,2,0
874,874,0,3,3030,691,0,37,1900,2,1,2,0
875,875,0,0,100,690,0,1,1900,0,1,2,0
876,876,0,3,15040,689,0,1,2004,0,10,2,0
877,877,0,0,18760,688,0,14,2015,0,8,2,0
878,878,0,3,2770,687,0,1,1900,2,1,2,0
879,879,0,0,20050,686,0,1,2002,0,4,2,0
880,880,0,0,650,685,0,37,2013,0,11,2,0
881,881,0,3,680,684,0,22,1900,2,1,2,0
882,882,0,0,2850,683,0,1,2014,0,7,2,0
883,883,566,1,150,682,0,1,2006,0,9,2,3375
884,884,0,0,620,681,0,1,1900,2,1,2,0
885,885,0,2,170,680,0,35,1900,0,1,2,0
886,886,0,0,4140,679,0,1,2012,0,9,2,0
887,887,0,2,3250,678,0,40,1900,0,1,2,0
888,888,0,3,1740,677,0,45,2014,0,6,2,0
889,889,0,0,7860,663,0,1,2005,2,5,2,0
890,890,0,3,1680,664,0,1,2005,2,10,2,0
891,891,0,0,90,665,0,14,2012,0,12,2,0
892,892,0,2,2700,666,0,9,1900,2,1,2,0
893,893,0,3,2870,667,0,1,2012,2,9,2,0
894,894,0,2,1270,668,0,1,2010,0,9,2,0
895,895,0,2,3970,627,0,1,2010,2,3,2,0
896,896,0,3,17080,669,0,31,2012,0,7,2,0
897,897,0,0,2070,671,0,39,2008,2,2,2,0
898,898,0,2,240,672,0,1,2002,0,9,2,0
899,899,0,3,15170,673,0,5,1900,2,1,2,0
900,900,0,0,2640,674,0,31,2005,0,12,2,0
901,901,0,0,2100,675,0,14,2013,0,8,2,0
902,902,777,1,1410,676,0,1,2008,1,9,2,3821
903,903,0,0,2060,670,0,45,1900,0,1,2,0
904,904,0,2,10740,626,0,1,2013,2,11,2,0
905,905,0,0,1170,625,0,22,2011,0,4,2,0
906,906,0,0,6920,624,0,1,2011,2,9,2,0
907,907,0,3,15720,588,0,1,2010,2,3,2,0
908,908,0,3,330,587,0,14,2006,2,9,2,0
909,909,0,0,250,586,0,1,2008,2,10,2,0
910,910,0,3,440,585,0,1,2014,2,4,2,0
911,911,0,3,1360,584,0,35,1900,0,1,2,0
912,912,0,0,2640,583,0,1,2002,0,11,2,0
913,913,0,0,120,582,0,1,1900,0,1,2,0
914,914,0,0,7250,581,0,1,2013,0,12,2,0
915,915,0,0,170,580,0,1,2009,2,2,2,0
916,916,0,2,20970,579,0,1,2012,0,11,2,0
917,917,0,3,12700,578,0,1,2013,0,4,2,0
918,918,0,0,2270,577,0,35,1900,2,1,2,0
919,919,0,2,50,576,0,1,2006,0,11,2,0
920,920,0,0,960,575,0,13,2008,0,5,2,0
921,921,0,3,4400,574,0,1,1900,0,1,2,0
922,922,0,0,1190,573,0,36,2012,0,11,2,0
923,923,0,3,9230,572,0,37,2004,2,4,2,0
924,924,0,0,2890,835,0,10,2007,0,12,2,0
925,925,0,3,3910,559,0,5,2006,0,11,2,0
926,926,0,2,1910,560,0,1,2013,2,7,2,0
927,927,0,3,14300,561,0,1,1900,0,1,2,0
928,928,1675,1,1210,562,0,1,1900,2,1,2,8498
929,929,0,0,700,563,0,10,2015,0,3,2,0
930,930,0,0,360,589,0,18,1900,2,1,2,0
931,931,0,3,6540,564,0,14,1900,2,1,2,0
932,932,0,0,3620,566,0,40,1900,0,1,2,0
933,933,0,2,1010,567,0,18,2012,0,9,2,0
934,934,0,3,4270,568,0,1,1900,2,1,2,0
935,935,0,0,1340,569,0,1,2006,0,9,2,0
936,936,0,0,180,570,0,1,2006,0,11,2,0
937,937,0,3,2110,571,0,40,1995,0,11,2,0
938,938,0,0,160,565,0,1,2007,2,7,2,0
939,939,0,0,460,694,0,40,2012,2,11,2,0
940,940,0,3,4520,590,0,31,2010,2,9,2,0
941,941,0,0,2540,592,0,1,2005,0,6,2,0
942,942,0,0,4080,623,0,13,2011,0,3,2,0
943,943,0,0,0,622,0,1,1900,2,1,2,0
944,944,0,0,30,621,0,1,2002,0,7,2,0
945,945,0,3,5440,620,0,40,1900,2,1,2,0
946,946,0,0,1600,619,0,45,2006,0,6,2,0
947,947,0,3,9910,618,0,1,1900,2,1,2,0
948,948,0,0,8940,617,0,9,1900,2,1,2,0
949,949,0,0,3040,616,0,35,2011,2,8,2,0
950,950,0,3,730,615,0,1,2007,0,8,2,0
951,951,0,0,1160,614,0,1,2012,0,12,2,0
952,952,0,2,250,613,0,14,2007,0,6,2,0
953,953,0,3,2490,612,0,31,2012,2,11,2,0
954,954,0,0,8080,611,0,40,2002,0,12,2,0
955,955,0,0,660,610,0,1,2007,0,1,2,0
956,956,0,0,2070,609,0,1,2007,0,9,2,0
957,957,0,0,18370,608,0,14,2013,2,2,2,0
958,958,0,0,350,607,0,14,1999,0,8,2,0
959,959,0,0,33060,593,0,1,2010,2,3,2,0
960,960,0,0,1790,594,0,1,2011,0,10,2,0
961,961,0,2,1130,595,0,1,2015,2,6,2,0
962,962,0,2,290,596,0,1,2006,0,9,2,0
963,963,0,0,150,597,0,1,2008,0,9,2,0
964,964,0,2,550,598,0,40,2013,0,12,2,0
965,965,0,0,3340,591,0,22,1900,2,1,2,0
966,966,0,3,580,599,0,1,2014,2,11,2,0
967,967,0,3,8220,601,0,14,2014,0,4,2,0
968,968,0,0,2710,602,0,22,2001,0,7,2,0
969,969,0,0,340,603,0,13,2007,0,4,2,0
970,970,0,3,10950,604,0,1,2014,0,3,2,0
971,971,0,3,10310,605,0,37,2003,0,4,2,0
972,972,0,0,2260,606,0,1,2007,0,11,2,0
973,973,0,3,17340,600,0,9,2010,2,6,2,0
974,974,0,0,550,695,0,1,2011,0,7,2,0
975,975,0,0,2180,628,0,1,1900,2,1,2,0
976,976,0,3,3780,697,0,40,1900,0,1,2,0
977,977,0,0,2090,797,0,40,2012,0,10,2,0
978,978,0,0,7180,796,0,1,2012,2,11,2,0
979,979,0,3,510,795,0,35,1900,0,1,2,0
980,980,0,2,5090,794,0,1,2006,2,9,2,0
981,981,0,3,2710,793,0,1,2006,0,7,2,0
982,982,0,3,17280,792,0,18,2009,0,10,2,0
983,983,0,0,5950,791,0,1,2007,0,4,2,0
984,984,0,3,9070,790,0,1,2003,2,12,2,0
985,985,0,0,9770,789,0,1,2003,2,7,2,0
986,986,0,0,1530,788,0,1,2013,2,3,2,0
987,987,0,2,3210,787,0,1,2009,2,6,2,0
988,988,0,0,290,786,0,5,2006,0,11,2,0
989,989,0,3,970,785,0,31,2005,2,7,2,0
990,990,0,0,560,784,0,10,2014,0,10,2,0
991,991,0,3,15490,783,0,1,1900,2,1,2,0
992,992,0,2,5390,782,0,1,2003,2,8,2,0
993,993,0,0,630,781,0,1,2007,0,4,2,0
994,994,0,0,13080,767,0,1,1900,2,1,2,0
